Day,Hour,CollectorID,ItemName,Total,Marked,MarkedPercent,UpdatedDate
2025-06-12,1,2,paysafecard,4.00,4.00,100.00,2025-06-12 01:00:00.743
2025-06-12,1,2,TrueLayer,23.00,20.00,86.96,2025-06-12 01:00:00.743
2025-06-12,1,1,Administrative Fee,119.00,119.00,100.00,2025-06-12 01:00:00.353
2025-06-12,1,1,Affordability Add,17.00,17.00,100.00,2025-06-12 01:00:00.353
2025-06-12,1,1,Withdrawal,12.00,5.00,41.67,2025-06-12 01:00:00.353
2025-06-12,1,1,Winning,7312.00,7312.00,100.00,2025-06-12 01:00:00.353
2025-06-12,1,1,Bet,35432.00,35402.00,99.92,2025-06-12 01:00:00.353
2025-06-12,1,1,Bonus Released,2.00,2.00,100.00,2025-06-12 01:00:00.353
2025-06-12,1,1,ProcessingFee,35.00,35.00,100.00,2025-06-12 01:00:00.353
2025-06-12,1,1,Deposit,296.00,164.00,55.41,2025-06-12 01:00:00.353
2025-06-12,0,8,SMS,64.00,64.00,100.00,2025-06-12 00:00:05.090
